p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene	ensembl_gene_id	entrezgene_id	wikigene_description	ontology term	ontology description	ontology level
2.10E-06	0.309725906	0.276	0.24	0.0678073	Ptpn4	ENSMUSG00000026384	19258	"protein tyrosine phosphatase, non-receptor type 4"	protein binding	Binding to a protein.	molecular_function
2.11E-06	-0.254978486	0.374	0.406	0.068038353	Med10	ENSMUSG00000021598	28077	mediator complex subunit 10	regulation of transcription by RNA polymerase II	"Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."	biological_process
2.22E-06	0.374524836	0.419	0.394	0.071819304	Mertk	ENSMUSG00000014361	17289	MER proto-oncogene tyrosine kinase	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
2.46E-06	0.278783784	0.851	0.853	0.079558212	Cst3	ENSMUSG00000027447	13010	cystatin C	cysteine-type endopeptidase inhibitor activity	"Binds to and stops, prevents or reduces the activity of a cysteine-type endopeptidase."	molecular_function
2.73E-06	0.27648078	0.269	0.233	0.08813763	Papss1	ENSMUSG00000028032	23971	3'-phosphoadenosine 5'-phosphosulfate synthase 1	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
2.87E-06	0.253651859	0.437	0.403	0.092706855	Vrk2	ENSMUSG00000064090	69922	vaccinia related kinase 2	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
3.05E-06	0.279257952	0.252	0.218	0.098502099	Tfe3	ENSMUSG00000000134	209446	transcription factor E3			
3.56E-06	0.2598524	0.343	0.308	0.114795933	Plekhm2	ENSMUSG00000028917	69582	"pleckstrin homology domain containing, family M (with RUN domain) member 2"	lysosome	"A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."	cellular_component
3.68E-06	0.264646519	0.305	0.27	0.118677655	Slain2	ENSMUSG00000036087	75991	"SLAIN motif family, member 2"	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
3.82E-06	0.448027409	0.425	0.402	0.123184664	Fosb	ENSMUSG00000003545	14282	FBJ osteosarcoma oncogene B	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
4.22E-06	0.263422539	0.338	0.304	0.13633034	Trim14	ENSMUSG00000039853	74735	tripartite motif-containing 14	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
4.90E-06	0.303691455	0.291	0.258	0.158219553	Dcaf5	ENSMUSG00000049106	320808	DDB1 and CUL4 associated factor 5	protein binding	Binding to a protein.	molecular_function
5.56E-06	0.32288363	0.263	0.228	0.179363867	Ripk2	ENSMUSG00000041135	192656	receptor (TNFRSF)-interacting serine-threonine kinase 2	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
5.73E-06	0.309897504	0.297	0.265	0.185034849	Sfi1	ENSMUSG00000023764	78887	"Sfi1 homolog, spindle assembly associated (yeast)"			
5.82E-06	-0.361652632	0.223	0.254	0.187798521	Anxa4	ENSMUSG00000029994	11746	annexin A4	calcium ion binding	Binding to a calcium ion (Ca2+).	molecular_function
6.28E-06	0.342441611	0.282	0.251	0.202842955	Txnrd1	ENSMUSG00000020250	50493	thioredoxin reductase 1	flavin adenine dinucleotide binding	"Binding to FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2."	molecular_function
6.44E-06	-0.284140618	0.253	0.286	0.20805881	Gfer	ENSMUSG00000040888	11692	"growth factor, augmenter of liver regeneration"			
7.21E-06	0.287385641	0.306	0.273	0.232829206	Gm26532	ENSMUSG00000097296	NA				
7.53E-06	0.260438725	0.395	0.362	0.243047028	Map3k3	ENSMUSG00000020700	26406	mitogen-activated protein kinase kinase kinase 3	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
8.64E-06	0.258083509	0.437	0.403	0.278942321	Tbxas1	ENSMUSG00000029925	21391	"thromboxane A synthase 1, platelet"	monooxygenase activity	Catalysis of the incorporation of one atom from molecular oxygen into a compound and the reduction of the other atom of oxygen to water.	molecular_function
9.27E-06	0.262336334	0.313	0.276	0.299260252	Arhgef3	ENSMUSG00000021895	71704	Rho guanine nucleotide exchange factor 3	guanyl-nucleotide exchange factor activity	"Stimulates the exchange of GDP to GTP on a signaling GTPase, changing its conformation to its active form. Guanine nucleotide exchange factors (GEFs) act by stimulating the release of guanosine diphosphate (GDP) to allow binding of guanosine triphosphate (GTP), which is more abundant in the cell under normal cellular physiological conditions."	molecular_function
1.01E-05	0.256288209	0.275	0.241	0.327261711	Ilrun	ENSMUSG00000056692	224647	inflammation and lipid regulator with UBA-like and NBR1-like domains	protein binding	Binding to a protein.	molecular_function
1.09E-05	-0.344497137	0.226	0.257	0.351443628	Smim20	ENSMUSG00000061461	66278	small integral membrane protein 20			
1.32E-05	0.259244199	0.291	0.258	0.42747629	E330020D12Rik	ENSMUSG00000073538	NA				
1.36E-05	0.307593281	0.457	0.42	0.438496581	App	ENSMUSG00000022892	11820	amyloid beta precursor protein	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.38E-05	-0.273784067	0.324	0.355	0.445482187	Pcif1	ENSMUSG00000039849	228866	phosphorylated CTD interacting factor 1			
1.38E-05	-0.390341407	0.291	0.319	0.4459548	Ccdc86	ENSMUSG00000024732	108673	coiled-coil domain containing 86			
1.39E-05	-0.328903546	0.225	0.256	0.449780004	Rbfa	ENSMUSG00000024570	68731	ribosome binding factor A	rRNA processing	Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.	biological_process
1.49E-05	-0.282645077	0.319	0.351	0.480927011	Arl5a	ENSMUSG00000036093	75423	ADP-ribosylation factor-like 5A	GTPase activity	Catalysis of the reaction: GTP + H2O = GDP + H+ + phosphate.	molecular_function
1.89E-05	-0.261935304	0.316	0.346	0.610474954	Tmem147	ENSMUSG00000006315	69804	transmembrane protein 147			
1.96E-05	-0.25674307	0.316	0.352	0.633286953	Runx2	ENSMUSG00000039153	12393	runt related transcription factor 2	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
2.52E-05	-0.256320615	0.255	0.289	0.813801192	Acot13	ENSMUSG00000006717	66834	acyl-CoA thioesterase 13	fatty acyl-CoA hydrolase activity	Catalysis of the reaction: a fatty acyl-CoA + H2O = a fatty acid + CoA + H+.	molecular_function
2.75E-05	-0.25955861	0.309	0.337	0.886602439	Eif4ebp1	ENSMUSG00000031490	13685	eukaryotic translation initiation factor 4E binding protein 1	eukaryotic initiation factor 4E binding	"Binding to eukaryotic initiation factor 4E, a polypeptide factor involved in the initiation of ribosome-mediated translation."	molecular_function
3.66E-05	0.661518431	0.324	0.298	1	Mxd1	ENSMUSG00000001156	17119	MAX dimerization protein 1	protein dimerization activity	"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."	molecular_function
3.72E-05	-0.279003247	0.241	0.273	1	Pirb	ENSMUSG00000058818	18733	paired Ig-like receptor B	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
3.92E-05	0.250598586	0.285	0.253	1	Rfx3	ENSMUSG00000040929	19726	"regulatory factor X, 3 (influences HLA class II expression)"	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
5.01E-05	0.276240315	0.339	0.306	1	Kif13b	ENSMUSG00000060012	16554	kinesin family member 13B	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
5.07E-05	0.263585868	0.485	0.458	1	Hivep2	ENSMUSG00000015501	15273	human immunodeficiency virus type I enhancer binding protein 2	positive regulation of transcription by RNA polymerase II	"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."	biological_process
5.12E-05	-0.284320033	0.236	0.265	1	BC004004	ENSMUSG00000052712	80748	cDNA sequence BC004004	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
6.41E-05	-0.30910112	0.228	0.256	1	Nipsnap3b	ENSMUSG00000015247	66536	nipsnap homolog 3B	mitochondrion	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	cellular_component
6.50E-05	0.288526116	0.251	0.222	1	Errfi1	ENSMUSG00000028967	74155	ERBB receptor feedback inhibitor 1	gene expression	"The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."	biological_process
7.71E-05	-0.257207892	0.302	0.334	1	Bcl7c	ENSMUSG00000030814	12055	B cell CLL/lymphoma 7C	SWI/SNF complex	"A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the yeast SNF2 or mammalian SMARCA4/BAF190A/BRG1 gene, or an ortholog thereof."	cellular_component
9.29E-05	-0.301585966	0.228	0.256	1	Zfp593	ENSMUSG00000028840	68040	zinc finger protein 593	zinc ion binding	Binding to a zinc ion (Zn).	molecular_function
9.87E-05	0.250831944	0.428	0.386	1	Cd14	ENSMUSG00000051439	12475	CD14 antigen	protein binding	Binding to a protein.	molecular_function
0.000103942	-0.306333356	0.248	0.277	1	Pafah1b3	ENSMUSG00000005447	18476	"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"			
0.000132601	0.271411417	0.251	0.221	1	Lrrc4	ENSMUSG00000049939	192198	leucine rich repeat containing 4	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
0.000194177	0.598717937	0.346	0.32	1	Tmx4	ENSMUSG00000034723	52837	thioredoxin-related transmembrane protein 4	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
0.000296872	-0.280225998	0.238	0.263	1	Psmd9	ENSMUSG00000029440	67151	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"			
0.000302963	-0.277441823	0.246	0.273	1	Gm17018	NA	NA	NA	NA	NA	NA
0.00030524	-0.308989811	0.443	0.464	1	Sgk1	ENSMUSG00000019970	20393	serum/glucocorticoid regulated kinase 1	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
0.000383773	0.252109542	0.271	0.247	1	Abl1	ENSMUSG00000026842	11350	"c-abl oncogene 1, non-receptor tyrosine kinase"			
0.000496802	0.341898237	0.372	0.343	1	Gatm	ENSMUSG00000027199	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	amidinotransferase activity	Catalysis of the reversible transfer of an amidino group to an acceptor.	molecular_function
0.000551708	0.258314367	0.302	0.278	1	Arhgap22	ENSMUSG00000063506	239027	Rho GTPase activating protein 22			
0.000577461	0.274957112	0.307	0.283	1	Atp7a	ENSMUSG00000033792	11977	"ATPase, Cu++ transporting, alpha polypeptide"	metal ion binding	Binding to a metal ion.	molecular_function
0.000656762	-0.252255055	0.254	0.279	1	Eva1b	ENSMUSG00000050212	230752	eva-1 homolog B	cellular_component	"A location, relative to cellular compartments and structures, occupied by a macromolecular machine. There are three types of cellular components described in the gene ontology: (1) the cellular anatomical entity where a gene product carries out a molecular function (e.g., plasma membrane, cytoskeleton) or membrane-enclosed compartments (e.g., mitochondrion); (2) virion components, where viral proteins act, and (3) the stable macromolecular complexes of which gene product are parts (e.g., the clathrin complex)."	cellular_component
